disc_number,duration_ms.x,explicit,href,id,is_local,name,popularity,preview_url,track_number,type.x,uri.x,album.album_type,album.href,album.id,album.name,album.release_date,album.release_date_precision,album.total_tracks,album.type,album.uri,album.external_urls.spotify,external_ids.isrc,external_urls.spotify,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type.y,uri.y,track_href,analysis_url,duration_ms.y,time_signature,listener,language
1,268462,FALSE,https://api.spotify.com/v1/tracks/3Zcpt3V8N9NSPmFWwPrMQE,3Zcpt3V8N9NSPmFWwPrMQE,FALSE,Afraid of Love,24,https://p.scdn.co/mp3-preview/d8bf7b6c1640c11eb06da11970c5a0638c247ba2?cid=0a65c6ae76cc413aa20d89ccec00ef2e,1,track,spotify:track:3Zcpt3V8N9NSPmFWwPrMQE,SINGLE,https://api.spotify.com/v1/albums/7wJD1FPk5DImwnO1yaarl4,7wJD1FPk5DImwnO1yaarl4,Afraid of Love,27/11/20,day,1,album,spotify:album:7wJD1FPk5DImwnO1yaarl4,https://open.spotify.com/album/7wJD1FPk5DImwnO1yaarl4,CAN112000603,https://open.spotify.com/track/3Zcpt3V8N9NSPmFWwPrMQE,0.395,0.549,2,-10.137,1,0.0344,0.251,0.0307,0.23,0.144,179.91,audio_features,spotify:track:3Zcpt3V8N9NSPmFWwPrMQE,https://api.spotify.com/v1/tracks/3Zcpt3V8N9NSPmFWwPrMQE,https://api.spotify.com/v1/audio-analysis/3Zcpt3V8N9NSPmFWwPrMQE,268463,4,Megan,1
1,185146,FALSE,https://api.spotify.com/v1/tracks/1J14CdDAvBTE1AJYUOwl6C,1J14CdDAvBTE1AJYUOwl6C,FALSE,Arcade,78,https://p.scdn.co/mp3-preview/2e1d7ce998ffcc98e9dbfc6dae22a7284465e048?cid=0a65c6ae76cc413aa20d89ccec00ef2e,13,track,spotify:track:1J14CdDAvBTE1AJYUOwl6C,ALBUM,https://api.spotify.com/v1/albums/4fEgAL4ge9hHhxVDCUZbeF,4fEgAL4ge9hHhxVDCUZbeF,Small Town Boy (Track By Track),12/11/20,day,26,album,spotify:album:4fEgAL4ge9hHhxVDCUZbeF,https://open.spotify.com/album/4fEgAL4ge9hHhxVDCUZbeF,NL1TK1900001,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C,0.453,0.35,9,-11.639,0,0.0425,0.827,0.00122,0.144,0.279,72.017,audio_features,spotify:track:1J14CdDAvBTE1AJYUOwl6C,https://api.spotify.com/v1/tracks/1J14CdDAvBTE1AJYUOwl6C,https://api.spotify.com/v1/audio-analysis/1J14CdDAvBTE1AJYUOwl6C,185147,3,Megan,1
1,202009,FALSE,https://api.spotify.com/v1/tracks/2NeM9rfWo70KQej9GxeaoL,2NeM9rfWo70KQej9GxeaoL,FALSE,Where's My Love,74,NA,4,track,spotify:track:2NeM9rfWo70KQej9GxeaoL,ALBUM,https://api.spotify.com/v1/albums/2Hz6tGm9vVbjYWgpANWp5E,2Hz6tGm9vVbjYWgpANWp5E,SYML,3/5/19,day,12,album,spotify:album:2Hz6tGm9vVbjYWgpANWp5E,https://open.spotify.com/album/2Hz6tGm9vVbjYWgpANWp5E,CAN111700009,https://open.spotify.com/track/2NeM9rfWo70KQej9GxeaoL,0.608,0.358,0,-10.018,0,0.0253,0.854,0.0186,0.113,0.365,103.94,audio_features,spotify:track:2NeM9rfWo70KQej9GxeaoL,https://api.spotify.com/v1/tracks/2NeM9rfWo70KQej9GxeaoL,https://api.spotify.com/v1/audio-analysis/2NeM9rfWo70KQej9GxeaoL,202010,4,Megan,1
1,144000,FALSE,https://api.spotify.com/v1/tracks/6SEfaZLJkGxDiBoQfSWn8u,6SEfaZLJkGxDiBoQfSWn8u,FALSE,Slow Burn,9,https://p.scdn.co/mp3-preview/8b986a561d3227d1056428c5b6e734003120423e?cid=0a65c6ae76cc413aa20d89ccec00ef2e,6,track,spotify:track:6SEfaZLJkGxDiBoQfSWn8u,SINGLE,https://api.spotify.com/v1/albums/21chceoc0buorkVkOygCFf,21chceoc0buorkVkOygCFf,Social Piranha,23/10/20,day,6,album,spotify:album:21chceoc0buorkVkOygCFf,https://open.spotify.com/album/21chceoc0buorkVkOygCFf,QZMEM2001487,https://open.spotify.com/track/6SEfaZLJkGxDiBoQfSWn8u,0.526,0.332,0,-12.527,1,0.0288,0.699,0.021,0.182,0.403,99.916,audio_features,spotify:track:6SEfaZLJkGxDiBoQfSWn8u,https://api.spotify.com/v1/tracks/6SEfaZLJkGxDiBoQfSWn8u,https://api.spotify.com/v1/audio-analysis/6SEfaZLJkGxDiBoQfSWn8u,144000,4,Megan,1
1,194960,FALSE,https://api.spotify.com/v1/tracks/5tOUTNlLFd5u5xPt3unOVp,5tOUTNlLFd5u5xPt3unOVp,FALSE,Maybe,32,https://p.scdn.co/mp3-preview/f1d4a2147e819875a1f8c11b6c050ee8e1a5ae9b?cid=0a65c6ae76cc413aa20d89ccec00ef2e,7,track,spotify:track:5tOUTNlLFd5u5xPt3unOVp,ALBUM,https://api.spotify.com/v1/albums/6ig2k0oiH2AXm8MugikskB,6ig2k0oiH2AXm8MugikskB,Fire Within (Deluxe),16/9/13,day,15,album,spotify:album:6ig2k0oiH2AXm8MugikskB,https://open.spotify.com/album/6ig2k0oiH2AXm8MugikskB,GBAHS1300292,https://open.spotify.com/track/5tOUTNlLFd5u5xPt3unOVp,0.804,0.644,4,-6.346,0,0.0382,0.096,0,0.0749,0.795,120.962,audio_features,spotify:track:5tOUTNlLFd5u5xPt3unOVp,https://api.spotify.com/v1/tracks/5tOUTNlLFd5u5xPt3unOVp,https://api.spotify.com/v1/audio-analysis/5tOUTNlLFd5u5xPt3unOVp,194960,4,Megan,1
1,233760,FALSE,https://api.spotify.com/v1/tracks/3qbToOWJKKc0HtruELjlE1,3qbToOWJKKc0HtruELjlE1,FALSE,Famous,50,https://p.scdn.co/mp3-preview/b0161bc98e786cb323a5eeb477e44f63d60d0a0d?cid=0a65c6ae76cc413aa20d89ccec00ef2e,2,track,spotify:track:3qbToOWJKKc0HtruELjlE1,SINGLE,https://api.spotify.com/v1/albums/5nioohlHYXy7BwGbX4hfpg,5nioohlHYXy7BwGbX4hfpg,Iridesce / Famous,1/11/19,day,2,album,spotify:album:5nioohlHYXy7BwGbX4hfpg,https://open.spotify.com/album/5nioohlHYXy7BwGbX4hfpg,UKSH21900014,https://open.spotify.com/track/3qbToOWJKKc0HtruELjlE1,0.394,0.198,1,-12.562,1,0.0408,0.916,0.00162,0.115,0.0867,136.208,audio_features,spotify:track:3qbToOWJKKc0HtruELjlE1,https://api.spotify.com/v1/tracks/3qbToOWJKKc0HtruELjlE1,https://api.spotify.com/v1/audio-analysis/3qbToOWJKKc0HtruELjlE1,233760,3,Megan,1
1,311851,FALSE,https://api.spotify.com/v1/tracks/2BuMmK2Yguu6vQf1PJ2xQu,2BuMmK2Yguu6vQf1PJ2xQu,FALSE,Black Bear,38,https://p.scdn.co/mp3-preview/4f5617c30e99bb86b38b520fbf57c3b46a83d1a0?cid=0a65c6ae76cc413aa20d89ccec00ef2e,4,track,spotify:track:2BuMmK2Yguu6vQf1PJ2xQu,ALBUM,https://api.spotify.com/v1/albums/2Objy4bpKyIT4JsUsBr8ka,2Objy4bpKyIT4JsUsBr8ka,Black Bear,20/8/13,day,13,album,spotify:album:2Objy4bpKyIT4JsUsBr8ka,https://open.spotify.com/album/2Objy4bpKyIT4JsUsBr8ka,US8D61300004,https://open.spotify.com/track/2BuMmK2Yguu6vQf1PJ2xQu,0.46,0.633,6,-6.383,1,0.0286,0.0857,0.0121,0.197,0.25,138.049,audio_features,spotify:track:2BuMmK2Yguu6vQf1PJ2xQu,https://api.spotify.com/v1/tracks/2BuMmK2Yguu6vQf1PJ2xQu,https://api.spotify.com/v1/audio-analysis/2BuMmK2Yguu6vQf1PJ2xQu,311851,4,Megan,1
1,245425,FALSE,https://api.spotify.com/v1/tracks/3ZCTVFBt2Brf31RLEnCkWJ,3ZCTVFBt2Brf31RLEnCkWJ,FALSE,everything i wanted,84,https://p.scdn.co/mp3-preview/bbaceacbe9a30e6c6a157dcf34b8a82b51aeca56?cid=0a65c6ae76cc413aa20d89ccec00ef2e,1,track,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,SINGLE,https://api.spotify.com/v1/albums/4i3rAwPw7Ln2YrKDusaWyT,4i3rAwPw7Ln2YrKDusaWyT,everything i wanted,13/11/19,day,1,album,spotify:album:4i3rAwPw7Ln2YrKDusaWyT,https://open.spotify.com/album/4i3rAwPw7Ln2YrKDusaWyT,USUM71922577,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,audio_features,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/tracks/3ZCTVFBt2Brf31RLEnCkWJ,https://api.spotify.com/v1/audio-analysis/3ZCTVFBt2Brf31RLEnCkWJ,245426,4,Megan,1
1,195533,FALSE,https://api.spotify.com/v1/tracks/7yI9Gi86ONcgYA2xX4UMSJ,7yI9Gi86ONcgYA2xX4UMSJ,FALSE,Guestbook,43,https://p.scdn.co/mp3-preview/27b643a180bc98ab1c4c57577633d89bf932ea10?cid=0a65c6ae76cc413aa20d89ccec00ef2e,10,track,spotify:track:7yI9Gi86ONcgYA2xX4UMSJ,ALBUM,https://api.spotify.com/v1/albums/1KkBDNtkZDW8COUNKAWRPw,1KkBDNtkZDW8COUNKAWRPw,"Cannot Be, Whatsoever",6/11/20,day,10,album,spotify:album:1KkBDNtkZDW8COUNKAWRPw,https://open.spotify.com/album/1KkBDNtkZDW8COUNKAWRPw,GB45A2002056,https://open.spotify.com/track/7yI9Gi86ONcgYA2xX4UMSJ,0.358,0.43,5,-8.827,1,0.0315,0.912,0.0505,0.0961,0.279,93.512,audio_features,spotify:track:7yI9Gi86ONcgYA2xX4UMSJ,https://api.spotify.com/v1/tracks/7yI9Gi86ONcgYA2xX4UMSJ,https://api.spotify.com/v1/audio-analysis/7yI9Gi86ONcgYA2xX4UMSJ,195533,4,Megan,1
1,190573,FALSE,https://api.spotify.com/v1/tracks/2tSjhsJNIMBjNpnapXnd7y,2tSjhsJNIMBjNpnapXnd7y,FALSE,Birthplace,53,https://p.scdn.co/mp3-preview/485185e0876519695761ab38dd1ac4e6626bd1eb?cid=0a65c6ae76cc413aa20d89ccec00ef2e,2,track,spotify:track:2tSjhsJNIMBjNpnapXnd7y,ALBUM,https://api.spotify.com/v1/albums/0tWckYjFI6ioZptLr42J3p,0tWckYjFI6ioZptLr42J3p,Birthplace,19/10/18,day,10,album,spotify:album:0tWckYjFI6ioZptLr42J3p,https://open.spotify.com/album/0tWckYjFI6ioZptLr42J3p,GB45A1801023,https://open.spotify.com/track/2tSjhsJNIMBjNpnapXnd7y,0.744,0.329,1,-9.869,1,0.0312,0.954,0.591,0.0971,0.389,125.631,audio_features,spotify:track:2tSjhsJNIMBjNpnapXnd7y,https://api.spotify.com/v1/tracks/2tSjhsJNIMBjNpnapXnd7y,https://api.spotify.com/v1/audio-analysis/2tSjhsJNIMBjNpnapXnd7y,190573,4,Megan,1
1,192040,FALSE,https://api.spotify.com/v1/tracks/732Zsh1L5ixRNgAmiPyvrp,732Zsh1L5ixRNgAmiPyvrp,FALSE,Opaline,63,https://p.scdn.co/mp3-preview/50e6d5c2165bc9479dfc217d57915ac14bf3e593?cid=0a65c6ae76cc413aa20d89ccec00ef2e,1,track,spotify:track:732Zsh1L5ixRNgAmiPyvrp,ALBUM,https://api.spotify.com/v1/albums/1KkBDNtkZDW8COUNKAWRPw,1KkBDNtkZDW8COUNKAWRPw,"Cannot Be, Whatsoever",6/11/20,day,10,album,spotify:album:1KkBDNtkZDW8COUNKAWRPw,https://open.spotify.com/album/1KkBDNtkZDW8COUNKAWRPw,GB45A2002047,https://open.spotify.com/track/732Zsh1L5ixRNgAmiPyvrp,0.367,0.337,1,-9.857,1,0.0326,0.955,0.117,0.0869,0.283,181.868,audio_features,spotify:track:732Zsh1L5ixRNgAmiPyvrp,https://api.spotify.com/v1/tracks/732Zsh1L5ixRNgAmiPyvrp,https://api.spotify.com/v1/audio-analysis/732Zsh1L5ixRNgAmiPyvrp,192040,4,Megan,1
1,239587,FALSE,https://api.spotify.com/v1/tracks/21uDewglRvm6Pr9LYnRU7C,21uDewglRvm6Pr9LYnRU7C,FALSE,Run Away With Me,44,https://p.scdn.co/mp3-preview/e54a485ffe0486b86576ed8b11cdbb8087fa9e35?cid=0a65c6ae76cc413aa20d89ccec00ef2e,1,track,spotify:track:21uDewglRvm6Pr9LYnRU7C,SINGLE,https://api.spotify.com/v1/albums/6jElWH8rLoLZAecOXQNmt3,6jElWH8rLoLZAecOXQNmt3,Run Away With Me,1/11/19,day,1,album,spotify:album:6jElWH8rLoLZAecOXQNmt3,https://open.spotify.com/album/6jElWH8rLoLZAecOXQNmt3,USQX91902862,https://open.spotify.com/track/21uDewglRvm6Pr9LYnRU7C,0.433,0.186,3,-9.024,0,0.037,0.985,4.55E-06,0.0878,0.186,120.416,audio_features,spotify:track:21uDewglRvm6Pr9LYnRU7C,https://api.spotify.com/v1/tracks/21uDewglRvm6Pr9LYnRU7C,https://api.spotify.com/v1/audio-analysis/21uDewglRvm6Pr9LYnRU7C,239587,4,Megan,1
1,134641,FALSE,https://api.spotify.com/v1/tracks/0hREmEVmD1culIVeShGzwo,0hREmEVmD1culIVeShGzwo,FALSE,Japan,43,https://p.scdn.co/mp3-preview/42d11c829263be548c908e28437d62d2d0f248c3?cid=0a65c6ae76cc413aa20d89ccec00ef2e,4,track,spotify:track:0hREmEVmD1culIVeShGzwo,SINGLE,https://api.spotify.com/v1/albums/4t4kHyQ0DvmfYYHJITb9l8,4t4kHyQ0DvmfYYHJITb9l8,Because I Wanted You to Know,20/11/20,day,5,album,spotify:album:4t4kHyQ0DvmfYYHJITb9l8,https://open.spotify.com/album/4t4kHyQ0DvmfYYHJITb9l8,QMBZ92062507,https://open.spotify.com/track/0hREmEVmD1culIVeShGzwo,0.709,0.275,10,-11.873,1,0.176,0.873,5.95E-06,0.121,0.552,134.159,audio_features,spotify:track:0hREmEVmD1culIVeShGzwo,https://api.spotify.com/v1/tracks/0hREmEVmD1culIVeShGzwo,https://api.spotify.com/v1/audio-analysis/0hREmEVmD1culIVeShGzwo,134642,4,Megan,1
1,175321,FALSE,https://api.spotify.com/v1/tracks/1ERCrZMVMSpqDW4zmr4sRc,1ERCrZMVMSpqDW4zmr4sRc,FALSE,afterthoughts,56,https://p.scdn.co/mp3-preview/60c5bf0c570673be0e9eea5e28b7f21068ad1751?cid=0a65c6ae76cc413aa20d89ccec00ef2e,5,track,spotify:track:1ERCrZMVMSpqDW4zmr4sRc,ALBUM,https://api.spotify.com/v1/albums/6wxPYC9LuoJCtKtFw4UDgf,6wxPYC9LuoJCtKtFw4UDgf,CLOUDS (Music From The Disney+ Original Movie),16/10/20,day,14,album,spotify:album:6wxPYC9LuoJCtKtFw4UDgf,https://open.spotify.com/album/6wxPYC9LuoJCtKtFw4UDgf,USUG12003838,https://open.spotify.com/track/1ERCrZMVMSpqDW4zmr4sRc,0.51,0.229,6,-11.394,1,0.0352,0.86,3.03E-05,0.118,0.107,93.309,audio_features,spotify:track:1ERCrZMVMSpqDW4zmr4sRc,https://api.spotify.com/v1/tracks/1ERCrZMVMSpqDW4zmr4sRc,https://api.spotify.com/v1/audio-analysis/1ERCrZMVMSpqDW4zmr4sRc,175321,4,Megan,1
1,273106,FALSE,https://api.spotify.com/v1/tracks/0u4rkpmNtgcFxYHepnVF4v,0u4rkpmNtgcFxYHepnVF4v,FALSE,Carry You,70,https://p.scdn.co/mp3-preview/693352656d2280082655a92e95d993c9b0d1bb5b?cid=0a65c6ae76cc413aa20d89ccec00ef2e,1,track,spotify:track:0u4rkpmNtgcFxYHepnVF4v,SINGLE,https://api.spotify.com/v1/albums/4vGuMdwnxc6X8izbVS6MTN,4vGuMdwnxc6X8izbVS6MTN,Bathing Beach,26/5/17,day,4,album,spotify:album:4vGuMdwnxc6X8izbVS6MTN,https://open.spotify.com/album/4vGuMdwnxc6X8izbVS6MTN,GB45A1700488,https://open.spotify.com/track/0u4rkpmNtgcFxYHepnVF4v,0.334,0.397,7,-7.993,1,0.0284,0.558,0.0774,0.126,0.035,93.445,audio_features,spotify:track:0u4rkpmNtgcFxYHepnVF4v,https://api.spotify.com/v1/tracks/0u4rkpmNtgcFxYHepnVF4v,https://api.spotify.com/v1/audio-analysis/0u4rkpmNtgcFxYHepnVF4v,273107,4,Megan,1
1,178626,FALSE,https://api.spotify.com/v1/tracks/6eusWfAal7mOOLr0XFLkiY,6eusWfAal7mOOLr0XFLkiY,FALSE,Decimal,58,https://p.scdn.co/mp3-preview/8b4d604802eb2e1d93bd5a820348af803191dd33?cid=0a65c6ae76cc413aa20d89ccec00ef2e,3,track,spotify:track:6eusWfAal7mOOLr0XFLkiY,ALBUM,https://api.spotify.com/v1/albums/1KkBDNtkZDW8COUNKAWRPw,1KkBDNtkZDW8COUNKAWRPw,"Cannot Be, Whatsoever",6/11/20,day,10,album,spotify:album:1KkBDNtkZDW8COUNKAWRPw,https://open.spotify.com/album/1KkBDNtkZDW8COUNKAWRPw,GB45A2002049,https://open.spotify.com/track/6eusWfAal7mOOLr0XFLkiY,0.577,0.434,7,-8.437,1,0.0303,0.887,0.215,0.0822,0.321,79.497,audio_features,spotify:track:6eusWfAal7mOOLr0XFLkiY,https://api.spotify.com/v1/tracks/6eusWfAal7mOOLr0XFLkiY,https://api.spotify.com/v1/audio-analysis/6eusWfAal7mOOLr0XFLkiY,178627,4,Megan,1
